"42",,,,6760,11005,11005,12492,17612,17612,17612
"43",,,668,1000,1000,1000,1000,1000,1000,1000
"44",,,1269,1269,1269,3449,6628,6628,6628,6628
"45",,3737,3737,3737,6117,6117,6117,6117,6117,6117
"46",2360,2360,2360,2360,2360,2360,2360,2360,2360,2360
"47",,,1926,1926,1926,1926,1926,1926,1926,1926
"48",,,1567,1567,1567,1567,1567,1567,1567,1567
"49",,,10675,10675,10675,10675,10675,10675,10675,10675
"50",,,7029,7370,7370,7370,9260,10328,10328,10328
"51",3055,3055,5259,5259,5259,8597,8597,8597,8597,8597
"52",3770,3770,3770,3770,3770,3770,3770,3770,3770,3770
"53",2138,3620,4991,4991,4991,4991,4991,4991,4991,4991
"54",,6653,6653,6653,6653,6653,6653,6653,6653,6653
"55",,5706,8549,8549,8549,8549,8549,8549,8549,8549
"56",7395,15005,15005,15005,15005,15005,15005,15005,15005,15005
"57",,2733,2733,3229,3229,3229,3229,3229,3229,3229
"58",,1830,1830,1830,1830,1830,1830,1830,1830,1830
"59",2702,4695,4695,4695,4695,4695,4695,4695,4695,4695
"60",,,1169,2667,2667,2667,2667,2667,2667,2667
"61",,1804,1804,1804,1804,1804,1804,1804,1804,1804
"62",,2612,2612,2612,2612,2612,2612,2612,2612,2612
"63",,2274,2274,2274,2274,2274,2274,2274,2274,2274
"64",,,,,4767,4767,6134,6134,6134,6134
"65",3096,8830,8830,11142,11142,15751,22330,22330,22330,22330
"66",,,,462,462,462,462,462,462,462
"67",4119,4119,4119,4119,4119,4119,4119,4119,4119,4119
"68",,,,8136,8136,8136,8136,8136,8136,8136
"69",,,,,15520,24349,24349,24349,24349,24349
"70",,4935,4935,4935,4935,4935,4935,4935,4935,4935
"71",2700,2700,2700,2700,2700,2700,2700,2700,2700,2700
"72",,,,735,735,735,735,735,735,735
"73",,,2242,2242,2242,2242,2242,2242,2242,2242
"74",,1676,1676,1676,1676,1676,6159,9517,17596,23636
"75",,1745,1745,1745,1745,1745,1745,1745,1745,1745
"76",,,2536,2536,2536,2536,3303,3303,3303,3303
"77",,,,747,747,747,4114,4114,4114,4114
"78",2861,2861,2861,2861,2861,2861,2861,2861,2861,2861
"79",,,,,,,,857,857,857
"80",,1677,1677,1677,1677,1677,1677,1677,1677,1677
"81",,,1052,9738,9738,13725,14378,14378,14378,14378
"82",,,3078,5149,5149,5149,5149,5149,5149,5149
"83",,,17768,17768,17768,17768,17768,17768,17768,17768
"84",3013,3013,3013,3013,3013,14218,19940,19940,19940,19940
"85",3558,3558,3558,3558,3558,3558,3558,3558,3558,3558
"86",,,846,846,846,9859,9859,9859,16647,17961
"87",,4497,4497,4497,4497,4497,4497,5643,5643,5643
"88",,,,2111,7218,7218,7218,7218,7218,7218
"89",,,2151,2987,2987,2987,2987,2987,2987,2987
"90",,,,76,76,76,76,76,76,76
"91",,2807,2807,2807,2807,2807,2807,2807,2807,2807
"92",3314,9103,9103,9103,17459,17459,17459,17459,17459,17459
"93",,,1361,1361,1361,1361,1361,1361,1361,1361
"94",2682,2682,2682,2682,2682,2682,2682,2682,2682,2682
"95",,2122,2122,2122,2122,2122,2122,2122,2122,2122
"96",3292,6858,7867,7867,7867,7867,7867,7867,7867,7867
"97",,,,,,,,,2249,2249
"98",,2402,2402,3578,24920,24920,24920,24920,24920,24920
"99",,,,4084,8294,8294,8294,8294,8294,8294
"100",,,,375,4117,8543,8543,8543,8543,8543
"101",1873,1873,7618,7618,11893,11893,11893,11893,11893,11893
"102",,,4089,4089,4089,4089,4089,4089,4089,4089
"103",,,12594,12594,12594,12594,12594,12594,12594,12594
"104",4345,4345,4345,9666,9666,13827,13827,17205,17205,17353
"105",,,,,,,4645,4645,4645,4645
"106",,2919,2919,2919,2919,2919,2919,2919,2919,2919
"107",6492,8010,8010,8010,8010,8010,8010,8010,8010,8010
"108",4192,4192,4763,4763,4763,4763,4763,4763,4763,4763
"109",,753,753,753,753,753,753,753,753,753
"110",,1169,1169,1169,1169,1169,1169,1169,1169,1169
"111",6906,6906,6906,26367,26367,26367,26367,26367,26367,26367
"112",,1471,1471,1471,1471,1471,1471,1471,1471,1471
"113",,854,6915,6915,6915,6915,6915,6915,6915,6915
"114",,1082,1082,1082,5460,5460,7721,10121,10121,10803
"115",,,,,3141,3141,3141,3141,3141,3141
"116",,7909,13087,13399,18036,18036,18036,26834,30228,30228
"117",,,,,,1322,1322,1322,1322,1322
"118",,,1384,1384,1384,1384,1384,1384,1384,1384
"119",6595,6595,6595,7572,7572,7572,7572,10200,10200,10200
"120",,,1525,1525,1525,1525,1525,1525,1525,1525
"121",,,3178,3178,3178,6646,6646,6646,6646,6646
"122",3091,6641,6641,6641,11318,11318,11318,11318,11318,11318
"123",,,14796,14796,14796,14796,14796,14796,14796,14796
"124",,,5329,5329,5329,5329,5329,5329,5329,5329
"125",,,,,2980,5337,5337,5337,12886,42893
"126",,,,,,,8316,8316,8316,8316
"127",3500,4149,4149,4149,6462,6462,6462,6462,6462,6462
"128",3344,7097,7752,7752,7752,7752,7752,7752,7752,7752
"129",3069,8279,8279,10545,10545,10545,10545,10545,10545,10545
"130",2613,3487,3487,3487,3487,3487,3487,3487,3487,3487
"131",,15835,15835,15835,15835,15835,15835,19081,19081,19081
"132",3218,3218,3218,3218,3218,3218,3218,3218,3218,3218
"133",,589,589,589,589,589,589,589,589,589
"134",,2436,3304,6267,6267,6267,6267,6267,6267,6267
"135",,,10260,10260,10260,10260,10260,10260,10260,10260
"136",3892,3892,8808,12557,12557,12557,12557,12557,12557,12557
"137",,1294,1294,4058,4058,4058,4058,4058,4058,4058
"138",2630,2630,2630,2630,12769,12769,12769,12769,12769,12769
"139",,,,967,8476,19582,19582,19582,19582,19582
"140",1837,7339,7339,7339,7339,7339,7339,7339,7339,7339
"141",,10065,12616,12616,12616,15336,17114,20648,20648,20648
"142",,,,999,999,999,999,999,999,999
"143",,,1232,1232,1232,1232,1232,1232,1232,1232
"144",3057,3057,3057,3057,3057,3057,3057,3057,3057,3057
"145",3024,3024,3024,3024,3024,3024,3024,3024,3024,3024
"146",3128,7857,7857,7857,7857,7857,7857,7857,7857,7857
"147",,,,,4108,4108,4108,4108,4108,4108
"148",,,6818,6818,6818,6818,6818,6818,6818,6818
"149",,,5800,5800,5800,5800,5800,5800,5800,5800
"150",3310,3310,3310,3310,3310,5553,7129,7129,7129,7129
"151",3041,19097,19097,19508,19508,19508,19508,19508,19508,19508
"152",,,,2872,2872,2872,2872,2872,2872,2872
"153",,,,,,,1030,2700,2700,2700
"154",2914,4215,23509,23509,23509,23509,24576,24576,24576,24576
"155",,,,1715,1715,1715,1715,12574,13489,18555
"156",,,6187,6187,6187,6187,6187,6187,6187,6187
"157",,,,8017,10443,10443,10443,10443,10443,10443
"158",,10019,10019,10019,10019,10019,10019,10019,10019,10019
"159",,,,,6366,6366,6366,6366,6366,6366
"160",,,,1307,1307,1307,5353,5353,11337,11337
"161",,,,592,592,592,592,592,592,592
"162",,2457,2457,2457,2457,2457,2457,2457,2457,2457
"163",3403,3403,3403,20375,20375,20375,20375,20375,20375,20375
"164",3174,3174,3174,14494,14494,14494,14494,14494,14494,14494
"165",,2125,5581,5581,8212,10559,10559,10559,26418,26418
"166",,,,,3721,5362,5362,5362,5362,5362
"167",,,3050,3050,3050,3050,3050,3050,3050,3050
"168",,,,1106,4953,8454,12515,12515,12515,12515
"169",,,1481,1481,1481,12381,12381,13404,13404,16973
"170",,,,,,3497,3497,9582,9582,9582
"171",,,,734,4541,4541,4541,4541,8071,8071
"172",,13593,13593,13593,13593,15942,15942,15942,15942,15942
"173",2309,2309,2309,2309,2309,2309,2309,2309,2309,2309
"174",,,,829,2031,2031,2031,2031,2031,2031
"175",2977,2977,2977,3330,3330,3330,3330,3330,3330,3330
"176",,,2405,2405,2405,2405,2405,2405,2405,2405
"177",,4697,4697,4697,4697,4697,4697,4697,4697,4697
"178",,,,,2493,6315,6315,6315,6315,6315
"179",,3091,3091,3091,3091,3091,3091,3091,3091,3091
"180",,,3428,3428,3428,3428,3428,3428,3428,3428
"181",3855,7966,11721,11721,11721,11721,11721,11721,11721,11721
"182",4193,4193,7774,19602,28938,28938,28938,33778,40621,40621
"183",,,2923,4438,4438,4438,4438,4438,4438,4438
"184",2890,2890,2890,2890,2890,2890,2890,2890,2890,2890
"185",2785,2785,2785,2785,7298,7298,7298,7970,7970,7970
"186",,1994,1994,1994,1994,1994,1994,1994,1994,1994
"187",2386,2386,2386,10136,10136,10136,10136,10136,10136,10136
"188",7394,7394,8775,8775,8775,8775,8775,8775,8775,8775
"189",2502,2502,2502,2502,2502,2502,2502,2502,2502,2502
"190",6099,6099,8391,8391,8391,8391,8391,8391,9544,9544
"191",,2302,5851,6364,6364,6364,6364,14088,14088,16400
"192",,,,6645,6645,6645,6645,6645,6645,6645
"193",,,2509,3417,14108,14108,14108,14108,14881,14881
"194",,,,2873,2873,2873,2873,2873,10079,10079
"195",,3923,3923,3923,3923,3923,3923,3923,3923,3923
"196",,,,,2448,2448,2448,2448,2448,2448
"197",4738,4738,4738,4738,4738,4738,4738,4738,4738,4738
"198",,2064,2064,2064,10798,10798,10798,10798,10798,10798
"199",2106,2106,2106,7500,7500,7500,7500,7500,7500,7500
"200",,,2316,2316,2316,2316,2316,2316,2316,2316
"201",,5295,9773,12901,12901,14939,14939,14939,14939,14939
"202",,,,407,407,407,407,407,407,407
"203",3992,3992,3992,3992,3992,10474,10474,10474,10474,10474
"204",,679,679,679,679,679,679,679,679,679
"205",,,13993,13993,19461,21433,21433,21433,21433,21433
"206",,,1260,1260,1260,1260,1260,1260,1260,1260
"207",,,3968,3968,3968,3968,3968,3968,3968,3968
"208",,16413,16413,16413,16413,16413,16413,16413,16413,16413
"209",,473,473,473,473,473,473,473,473,473
"210",,,,1897,1897,1897,1897,1897,1897,1897
"211",,5074,5074,5074,5074,5074,5074,5074,5074,5074
"212",,2816,7189,7189,7189,7189,7189,7189,7189,7189
"213",,1096,1096,1096,1096,1096,1096,1096,1096,1096
"214",,,8376,8376,10382,10382,10382,10382,10382,10382
"215",3740,14497,14497,14497,14497,14497,14497,14497,14497,14497
"216",,923,923,923,923,923,923,923,923,923
"217",,,,,,,,,1004,1004
"218",2920,2920,2920,2920,12737,15791,15791,15791,15791,15791
"219",,,,23246,23246,27527,27527,32359,33971,33971
"220",,1524,1524,1940,1940,1940,1940,1940,1940,1940
"221",,1688,3532,3532,3532,3532,3532,3532,3532,3532
"222",,,1447,1447,1447,1447,1447,1447,1447,1447
"223",,,,,1645,1645,1645,1645,1645,1645
"224",,5707,5707,5707,5707,20555,20555,20555,20555,20555
"225",,,1689,1689,1689,1689,1689,1689,1689,1689
"226",,,,1892,1892,1892,1892,1892,1892,1892
"227",,,,,7422,7422,7422,7422,7422,7422
"228",,,,3314,3314,3314,3314,3314,3314,3314
"229",,5391,9907,9907,9907,9907,9907,9907,9907,9907
"230",3026,7063,7063,7063,10132,10132,10132,12393,14289,14289
"231",,,,,,,,,3471,3471
"232",,,,,,4162,4162,4162,4162,4162
"233",4239,4239,4239,4239,7567,7567,7567,7567,7567,7567
"234",,9682,9682,11169,11169,11169,11169,11169,11169,11169
"235",,4094,5055,5540,5540,5540,5540,5540,5540,5540
"237",,,,,,4358,4358,4358,6373,6373
"238",,18270,18270,18270,18270,18270,18270,18270,18270,18270
"239",3495,3495,3495,3495,3495,3495,3495,3495,3495,3495
"240",3804,3804,3804,3804,3804,3804,3804,3804,3804,3804
"241",,2118,2765,2765,2765,2765,2765,2765,2765,2765
"242",,242,242,242,242,242,242,242,242,242
"243",,,,,,,,,,1895
"244",,716,716,716,716,716,716,716,716,716
"245",,926,2400,2400,2400,2400,2400,2400,2400,2400
"246",,,9323,13046,13046,13046,16027,16027,16027,16027
"247",,3469,3469,3469,3469,3469,3469,3469,3469,7013
"248",2825,2825,2825,2825,2825,2825,2825,2825,2825,2825
"249",3159,3159,3159,3159,3159,3159,3159,3159,3159,3159
"250",3364,3364,3364,3364,3364,3364,3364,3364,3364,3364
"251",,1288,1288,2689,2689,2689,2689,2689,2689,2689
"252",,,,553,553,553,5996,5996,5996,5996
"253",,,,,,1843,1843,1843,1843,1843
"255",,9707,9707,9707,9707,9707,9707,9707,9707,9707
"256",,,,,,5855,10621,10621,10621,12287
"257",,2431,2431,2431,2431,2431,2431,2431,2431,2431
"258",,2249,8752,8752,8752,8752,8752,8752,8752,12259
"259",,,,23690,23690,23690,23690,23690,23690,23690
"260",2322,4331,4331,4331,4331,4331,4331,4331,4331,4331
"261",3148,3148,3148,4665,17510,17510,17510,17510,17510,17510
"262",,,1332,1332,1332,1332,6359,6359,6359,6359
"263",,3094,3094,3917,9249,9249,9249,9249,9249,9249
"264",,,,721,721,721,721,721,721,721
"265",,2444,10894,21531,21531,21531,25829,25829,25829,72221
"266",,4533,4533,4533,4533,4533,4533,4533,4533,4533
"267",,2720,2720,2720,2720,2720,2720,9061,9061,9061
"268",,,,2198,2198,4936,4936,7387,7387,11572
"269",,,,,,5127,5127,5127,5127,5127
"270",,,10350,15517,15517,15517,15517,15517,15517,15517
"271",,,4302,4302,4302,4302,4302,4302,4302,4302
"272",,,,,10700,10700,10700,10700,10700,10700
"273",,2838,11468,11468,11468,13889,32497,35107,35107,35107
"274",,8692,9124,9124,9124,9124,9124,9124,9124,9124
"275",,,,338,8269,8269,8269,8269,8269,8269
"276",,25343,25343,25343,28996,28996,28996,28996,28996,28996
"277",,,23725,24044,24044,24044,24044,24044,24044,24044
"278",3555,3555,3555,3555,3555,3555,3555,3555,3555,3555
"279",,3626,3626,3626,3626,3626,3626,5996,5996,5996
"280",,,1528,1528,1528,1528,6108,6108,6108,6108
"281",,13736,14469,14469,14469,15220,15220,15220,15220,15220
"282",,,7943,7943,7943,7943,7943,7943,7943,7943
"283",,,,,,1166,7665,9016,9016,9016
"284",,,,,,,4448,4448,4448,4448
"285",,,,,,,,2080,2080,2080
"286",,,,29408,29408,29408,29408,29408,29408,29408
"287",,,2589,2963,2963,4745,4745,4745,4745,4745
"288",,5961,5961,5961,5961,5961,5961,5961,5961,5961
"289",,,,,,,,883,883,883
"290",,4779,4779,6792,6792,6792,6792,6792,6792,6792
"291",,,,,,,,3802,3802,3802
"292",,,,2654,2654,2654,2654,4538,4538,4538
"293",,,,,,2277,2277,2277,2277,2277
"294",,,4176,7337,7337,7337,7337,7337,7337,7337
"295",,,,,,733,1210,1210,1210,1210
"296",,866,3122,3122,7554,7554,15179,15179,15179,15179
"297",,,,,3070,3070,3070,3070,3070,3070
"298",,,,,,8362,8362,8362,8362,8362
"299",,10140,10140,10140,10140,10140,10140,10140,10140,10140
"300",,,,,,,,,,204
"301",,3051,3051,3051,3051,3051,3051,3051,3051,3051
"302",,,,,,8341,8341,8341,8341,8341
"303",,15827,15827,23549,23549,23549,23549,23549,23549,23549
"304",2811,2811,2811,2811,2811,2811,2811,2811,2811,2811
"305",,5224,5224,18742,18742,18742,20500,20500,21243,21243
"306",,5405,5405,5405,5405,5405,5405,5405,5405,5405
"307",,1901,1901,1901,1901,13780,13780,13780,13780,13780
"308",,,,125,125,125,125,125,125,125
"309",,,,,9219,9219,9219,9219,9219,9219
"310",,,,720,720,1515,1515,1515,1515,1515
"311",,4433,5135,5135,5135,6206,6206,6206,6206,6206
"312",,1185,1185,1185,1185,1185,1185,1185,1185,1185
"313",,732,732,732,732,2851,2851,2851,2851,2851
"314",,12105,15167,15167,15167,15167,15167,15167,15167,15167
"315",,2694,2694,2694,2694,2694,2694,2694,2694,2694
"316",,,,844,844,844,844,844,844,844
"317",,1737,1737,1737,1737,1737,1737,1737,1737,1737
"318",,11128,13406,13406,13406,13406,13406,13406,13406,13406
"319",,2226,2226,2226,14809,14809,14809,14809,14809,14809
"320",,,,680,680,680,20143,20143,20143,20143
"321",,,,,5724,5724,5724,5724,5724,5724
"322",,,,,9539,9539,9539,9539,9539,9539
"323",,3978,3978,3978,3978,3978,3978,3978,3978,3978
"324",,2983,2983,2983,2983,2983,2983,2983,2983,2983
"325",,,6315,6315,8855,8855,8855,8855,8855,8855
"326",,2807,2807,2807,10629,10629,10629,10629,10629,10629
"327",,3159,6417,6417,6417,6417,6417,6417,6417,6417
"328",,5843,5843,5843,5843,5843,5843,5843,5843,5843
"329",,,4116,4116,12285,12285,12285,12285,12285,12285
"330",,3345,3345,3345,3345,5630,5630,5630,5630,5630
"331",,6474,6474,6474,6474,6474,6474,6474,6474,6474
"332",,,,,3342,3342,3342,3342,3342,3698
"333",,10461,10461,10461,10461,10461,10461,10461,10461,10461
"334",,,,,,,,,,12005
"335",,,,,7216,7216,7216,7216,7216,7216
"336",,,3961,3961,3961,3961,3961,3961,3961,3961
"337",,,,1536,1536,1536,1536,5834,5834,5834
"338",,,,,5534,5534,7417,7417,7417,7417
"339",,,,490,7325,8176,11746,20302,23189,23189
"340",,10420,10420,10420,10420,10420,10420,15960,29172,29172
"341",,15231,16637,16637,16637,16637,16637,16637,16637,16637
"342",,,1143,1143,1143,1143,1143,1143,1143,1143
"343",,1308,5665,5665,5665,5665,5665,16369,23060,23060
"344",,,,,,,2034,2034,2034,2034
"345",,,,,,,,7707,7707,13754
"346",3562,3562,3562,3562,3562,3562,3562,3562,3562,3562
"347",,,,381,381,381,381,381,381,381
"348",,10246,10246,10246,10246,15779,15779,15779,15779,15779
"349",,,,443,443,443,443,443,443,443
"351",,14133,15267,15267,19626,19626,19626,21159,23066,23066
"352",,,1698,1698,1698,1698,1698,6417,6417,6417
"353",,,1298,1298,5910,5910,5910,5910,5910,5910
"354",,4254,4254,4254,4254,4254,4254,4254,4254,4254
"355",,6630,6630,6630,6630,6630,6630,9433,10044,10044
"356",,2516,2516,2516,2516,2516,2516,2516,2516,2516
"357",,6098,15608,15608,15608,15608,21560,21560,21560,21560
"358",,3385,3385,3385,3385,3385,3385,3385,3385,3385
"359",,1818,1818,1818,1818,1818,1818,1818,1818,1818
"360",,,,,7011,7011,7011,9270,9270,9270
"361",,2162,2162,2162,2162,2162,2162,2162,2162,2162
"362",,5994,14394,14394,14394,14394,14394,14394,14394,14394
"363",,,,,,,,3467,3467,6263
"364",,,,,,,1789,1789,1789,5840
"365",,4150,4150,4150,4150,4150,4150,4150,4150,4150
"366",,,,98,98,98,98,98,98,98
"367",,672,1912,8365,8365,8365,8365,8365,8365,8365
"368",,12728,12728,12728,12728,12728,12728,12728,12728,12728
"369",2674,2674,4633,5682,5682,5682,5682,5682,5682,5682
"370",,,,,,,,10733,10733,10733
"371",,,,830,830,830,3332,3332,3332,3332
"372",,5330,5330,5330,8682,8682,8682,8682,8682,8682
"373",,,,,2716,2716,3983,3983,3983,3983
"374",3266,3266,11003,11003,11003,11003,11003,11003,11003,11003
"375",,,,567,567,567,567,567,567,567
"376",,,,1329,7518,7518,7518,7518,7518,7518
"377",,,,,4401,4401,4401,4401,4401,4401
"378",,,,,,4268,4268,6290,6290,6290
"379",,,,,,8095,13294,13294,13294,13294
"380",2274,2274,2274,2274,2274,2274,2274,2274,2274,2274
"381",,4590,4590,4590,4590,4590,4590,4590,4590,4590
"382",,8903,10402,10402,11348,11348,17137,17137,17137,17137
"384",,,3276,6430,6430,6430,6430,6430,7414,7414
"385",,984,984,984,984,984,984,984,984,984
"386",,,,7861,18592,18592,18592,18592,18592,18592
"387",,,1319,1319,1319,1319,1319,1319,1319,1319
"388",,,,826,826,826,826,826,826,826
"389",,,3454,8304,8304,8304,8304,8304,8304,8304
"390",,8305,8986,9872,9872,9872,9872,9872,9872,14329
"391",,,1020,1020,1991,1991,2397,2397,2397,2397
"392",,,,,,1310,11278,11278,11278,11278
"393",,5877,8434,8434,10427,10427,58577,58577,58577,58577
"394",,5483,5483,5483,7094,7754,7754,7754,7754,7754
"395",,6872,6872,6872,6872,6872,6872,6872,6872,6872
"396",,,1487,1487,1487,1487,1487,1487,1487,1487
"397",,,,2277,2277,4578,4578,4578,4578,4578
"398",,,,,,866,1661,1661,1661,1661
"399",,,,,5051,5051,5051,5051,5051,5051
"400",,,,259,259,259,259,259,259,259
"401",3416,3416,3416,3416,3416,3416,3416,3416,3416,3416
"402",,,992,992,992,992,992,4074,4074,4074
"403",2522,8495,8495,8495,18810,21047,21047,21047,21047,21047
"404",,,,447,447,447,447,447,447,447
"405",2484,2484,2484,2484,2484,5147,10535,10535,10535,10535
"406",,6490,7458,7458,12379,12379,12379,12379,12379,12379
"407",,,3119,3524,3524,3524,3524,3524,3524,3524
"408",,1598,7694,9616,19024,19024,19024,19024,19024,19024
"409",,,,,,3866,3866,3866,3866,3866
"410",,,2661,2661,6045,6045,6045,6045,6045,6045
"411",,9144,9144,9144,9144,10251,10251,10251,16370,16370
"412",,,,,,,,,,1935
"413",,2515,2515,4206,4206,4206,4206,4206,4206,4206
"414",,3352,3352,3758,3758,3758,3758,3758,3758,3758
"415",,2091,2091,2091,2091,2091,2091,3611,3611,3611
"416",,2502,2502,4952,19387,19387,19387,19387,19387,19387
"417",,,,841,841,841,841,841,841,841
"418",,,,,12452,16928,16928,18858,18858,18858
"419",,,4180,4180,5964,5964,5964,5964,5964,5964
"420",,,7270,7270,7270,7270,7270,7270,7270,7270
"421",,,595,595,7854,7854,7854,8694,9455,10743
"422",,2772,29762,29762,29762,29762,29762,29762,29762,29762
"423",,5617,6504,6504,6504,6504,6504,6504,6504,6504
"424",,,,,,,,2603,4843,4843
"425",,2241,5148,5148,5148,5148,5148,5148,5148,5148
"426",,,,5327,5327,8971,8971,8971,8971,15350
"427",,1272,1272,1272,6070,6070,6070,6070,6070,6070
"428",,4327,4327,4327,11830,29299,29299,29299,29299,29299
"429",,2163,2163,2163,5180,5180,20737,26101,26101,26101
"430",,1474,1474,1474,1474,1474,1474,1474,1474,1474
"431",,,,,,,,,5760,8577
"432",,2356,8115,8115,8115,8115,8115,8115,8115,8115
"433",,,11297,11297,11297,11297,11297,11297,11297,11297
"434",,,7288,7288,7288,7288,7288,7288,7288,7288
"435",,,488,488,488,488,488,488,2022,2022
"436",,,,,,5918,5918,12460,13634,16314
"437",,,,,5584,7580,7580,7580,7580,7580
"438",,,2514,2514,2514,2514,2514,2514,2514,2514
"439",,,3430,3430,8317,8317,15361,15361,15361,19290
"440",,,1653,1653,1653,1653,1653,1653,1653,1653
"441",,,,,5185,8250,8250,8250,8250,8250
"442",,,,1945,8193,8193,8193,12527,12527,12527
"443",,533,533,533,533,533,533,533,533,533
"444",,,514,514,514,514,514,514,514,514
"445",,,,,,6634,6634,7471,7471,7471
"446",,,5893,5893,5893,5893,5893,5893,5893,5893
"447",,,,510,510,510,510,510,510,510
"448",,1902,4668,4668,4668,4668,4668,4668,4668,4668
"449",,1522,1522,1522,1522,1522,1522,1522,1522,1522
"450",,,6665,6665,6665,6665,6665,6665,6665,6665
"451",,,2780,2780,2780,2780,2780,2780,2780,2780
"452",,,,,7030,7030,7030,7030,7030,7030
"453",,7713,7713,7713,7713,7713,7713,7713,7713,7713
"454",,2904,5064,5064,5064,5064,5064,5064,5064,5064
"455",,10365,10365,10365,10365,10365,10365,10365,10365,10365
"456",,1984,1984,4022,4022,16950,16950,16950,16950,16950
"457",,,4273,4273,4273,4273,4273,4273,5531,5531
"458",,2985,2985,5673,5673,5673,5673,5673,5673,5673
"459",,1963,1963,2179,5837,11044,12307,20422,20422,20422
"460",,,,,,3372,3372,3372,3372,3372
"461",,,,1475,1475,1475,1475,1475,1475,1475
"462",,,7057,7057,7057,7057,7057,11000,11000,11000
"463",,,,,,,,,11717,11717
"464",,,,7085,11135,11135,11135,11135,11135,11135
"465",,9757,9757,9757,9757,9757,9757,9757,9757,9757
"466",,,,,7054,8797,14229,20217,22460,27629
"467",,,,1069,1069,1069,1069,1069,1069,1069
"468",,,4266,4266,4266,4266,14554,14554,14554,14554
"469",,,,,14904,14904,14904,14904,14904,14904
"470",,2343,2343,2343,2343,2343,2343,2343,2343,2343
"471",,,,,16603,16603,16603,16603,16603,16603
"472",,,,,3564,3564,3564,3564,3564,3564
"473",,6666,8431,10224,10224,10224,10224,10224,10224,10224
"474",,727,727,727,727,727,727,727,727,727
"475",,,,1772,1772,1772,1772,6113,6113,6113
"476",,1733,1733,1733,1733,1733,1733,1733,1733,1733
"477",,,,636,636,636,5733,5733,5733,5733
"478",,,1406,1406,1406,1406,1406,1406,1406,1406
"479",,,,5803,5803,5803,5803,5803,5803,5803
"480",,,1575,1575,1575,1575,1575,1575,5481,8730
"481",,,2575,4307,4307,5924,15744,15744,16954,16954
"482",,4679,4679,4679,4679,4679,4679,4679,4679,4679
"483",,,,,3995,8148,8148,8148,8148,8148
"484",,,,5742,18653,22852,22852,22852,22852,28087
"485",,,,,,1675,4993,4993,6204,6204
"486",,,,7898,7898,7898,7898,7898,7898,7898
"487",,,,,2683,2683,2683,2683,2683,2683
"488",,,,,,7280,7280,7280,7280,7280
"489",,1968,1968,1968,1968,1968,1968,1968,1968,1968
"490",,,14874,14874,20164,23764,23764,23764,26351,26351
"491",,4481,5907,5907,7208,7208,7208,7208,7208,
"492",,,,3577,3577,3577,3577,3577,3577,
"493",,,4689,6754,9598,9598,9598,9598,10877,
"494",,2797,2797,2797,2797,2797,2797,2797,2797,
"495",,,,,,,,,1951,
"496",,3365,3365,3365,3365,3365,3365,3365,3365,
"497",,,1314,1314,1314,1314,1314,1314,1314,
